CLIENT_GEO,PAGE_URL,PAGE_CONTEXT,PAGE_ENTITY_TYPE,TIMESTAMP,TIMESTAMP_DERIVED,UI_EVENT_SOURCE,UI_EVENT_TYPE,USER_AGENT,REPORT_ID_DERIVED
India/Haryana,/lightning/r/Case/5006P000005fDviQAE/view,one:recordHomeFlexipage2Wrapper,Case,20220606141650.55,2022-06-06T14:16:50.552Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36""",5006P000005fDviQAE
Brazil/Sao Paulo,/lightning/r/Case/5006P000005Mk4UQAS/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000007MHcTUAW%2Fview%3Fc__recordType%3Dcontact%26c__input%3D%26c__contactFound%3Dfalse,one:recordHomeFlexipage2Wrapper,Case,20220606141705.008,2022-06-06T14:17:05.006Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",5006P000005Mk4UQAS
Brazil/Sao Paulo,/lightning/r/Case/5006P000005eqGwQAI/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000007zhsuUAA%2Fview%3Fc__recordType%3Dasset%26c__input%3D13QDDQ3%26c__contactFound%3Dfalse,one:recordHomeFlexipage2Wrapper,Case,20220606141710.043,2022-06-06T14:17:10.043Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",5006P000005eqGwQAI
United States/null,/lightning/r/Case/5006P000005UD8FQAW/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P0000072M2TUAU%2Fview,one:recordHomeFlexipage2Wrapper,Case,20220606141737.61,2022-06-06T14:17:37.610Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36""",5006P000005UD8FQAW
Brazil/Sao Paulo,/lightning/r/Asset/02i6P000001nwArQAI/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P0000072Lu0UAE%2Fview%3Fc__recordType%3Dasset%26c__input%3D14806611543%26c__contactFound%3Dfalse,one:recordHomeFlexipage2Wrapper,Asset,20220606141803.93,2022-06-06T14:18:03.929Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",02i6P000001nwArQAI
Brazil/Sao Paulo,/lightning/r/Case/5006P000005impMQAQ/view,one:recordHomeFlexipage2Wrapper,Case,20220606141816.31,2022-06-06T14:18:16.307Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",5006P000005impMQAQ
Brazil/Sao Paulo,/lightning/r/Case/5006P00000462apQAA/view?ws=%2Flightning%2Fr%2FWorkOrder%2F0WO6P000000ugWlWAI%2Fview,one:recordHomeFlexipage2Wrapper,Case,20220606141832.45,2022-06-06T14:18:32.447Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",5006P00000462apQAA
Brazil/Sao Paulo,/lightning/r/WorkOrder/0WO6P0000027FzzWAE/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000007bWr4UAE%2Fview%3Fc__recordType%3Dasset%26c__input%3D34357442151%26c__contactFound%3Dfalse,one:recordHomeFlexipage,WorkOrder,20220606141916.047,2022-06-06T14:19:16.048Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",0WO6P0000027FzzWAE
United States/null,/lightning/r/LiveChatTranscript/5706P0000013uvNQAQ/view?channel=LIVE_AGENT,one:recordHomeFlexipage,LiveChatTranscript,20220606141931.625,2022-06-06T14:19:31.624Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36""",5706P0000013uvNQAQ
United States/null,/lightning/r/LiveChatTranscript/5706P0000013uvNQAQ/view?channel=LIVE_AGENT,one:recordHomeFlexipage,LiveChatTranscript,20220606141931.625,2022-06-06T14:19:31.626Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36""",5706P0000013uvNQAQ
United States/Texas,/lightning/r/WorkOrder/0WO6P000001dzjdWAA/view,one:recordHomeFlexipage,WorkOrder,20220606141932.562,2022-06-06T14:19:32.564Z,Error,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36""",0WO6P000001dzjdWAA
Brazil/Sao Paulo,/lightning/r/Case/5006P000005XN7nQAG/view,one:recordHomeFlexipage2Wrapper,Case,20220606141953.13,2022-06-06T14:19:53.132Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",5006P000005XN7nQAG
Brazil/Sao Paulo,/lightning/r/Case/5006P000005XqDZQA0/view?channel=OMNI,one:recordHomeFlexipage2Wrapper,Case,20220606142001.176,2022-06-06T14:20:01.176Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",5006P000005XqDZQA0
Brazil/Sao Paulo,/lightning/r/Case/5006P000005impMQAQ/view,one:recordHomeFlexipage2Wrapper,Case,20220606142132.63,2022-06-06T14:21:32.628Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",5006P000005impMQAQ
India/Haryana,/lightning/r/Case/5006P000005f8v9QAA/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000007bXABUA2%2Fview%3Fc__recordType%3Dasset%26c__input%3D9VZ8T93%26c__contactFound%3Dfalse,one:recordHomeFlexipage2Wrapper,Case,20220606142211.69,2022-06-06T14:22:11.695Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36""",5006P000005f8v9QAA
India/Haryana,/lightning/r/Case/5006P000005IZ4pQAG/view,one:recordHomeFlexipage2Wrapper,Case,20220606142220.27,2022-06-06T14:22:20.267Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36""",5006P000005IZ4pQAG
Brazil/Sao Paulo,/lightning/r/Case/5006P000005TRPNQA4/view,one:recordHomeFlexipage2Wrapper,Case,20220606142243.453,2022-06-06T14:22:43.454Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",5006P000005TRPNQA4
Brazil/Sao Paulo,/lightning/r/EmailMessage/02s6P000009RvE0QAK/view,one:recordHomeFlexipage,EmailMessage,20220606142300.504,2022-06-06T14:23:00.504Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36 Edg/102.0.1245.30""",02s6P000009RvE0QAK
Brazil/Sao Paulo,/lightning/r/WorkOrder/0WO6P0000027EEYWA2/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000007bVoTUAU%2Fview%3Fc__recordType%3Dasset%26c__input%3D1R1ZPP3%26c__contactFound%3Dfalse,one:recordHomeFlexipage,WorkOrder,20220606142313.07,2022-06-06T14:23:13.071Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",0WO6P0000027EEYWA2
Brazil/Sao Paulo,/lightning/r/WorkOrder/0WO6P000001uVzfWAE/view?ws=%2Flightning%2Fr%2FCase%2F5006P000005MjXVQA0%2Fview,one:recordHomeFlexipage,WorkOrder,20220606142351.105,2022-06-06T14:23:51.102Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.82 Safari/537.36""",0WO6P000001uVzfWAE
United States/null,/lightning/r/Case/5006P000005RHzhQAG/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P0000072MO0UAM%2Fview%3Fc__recordType%3Dasset%26c__input%3DBRMR433%26c__contactFound%3Dfalse,one:recordHomeFlexipage2Wrapper,Case,20220606142352.555,2022-06-06T14:23:52.554Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36""",5006P000005RHzhQAG
United States/California,/lightning/r/WorkOrder/0WO6P000001qwI1WAI/view,one:recordHomeFlexipage,WorkOrder,20220606142352.664,2022-06-06T14:23:52.662Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",0WO6P000001qwI1WAI
Brazil/Sao Paulo,/lightning/r/WorkOrder/0WO6P000001dzqjWAA/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000007IWJnUAO%2Fview%3Fc__recordType%3Dasset%26c__input%3D35394536847%26c__contactFound%3Dmultiple,one:recordHomeFlexipage,WorkOrder,20220606142415.23,2022-06-06T14:24:15.230Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",0WO6P000001dzqjWAA
Brazil/Sao Paulo,/lightning/r/Asset/02i2R00000BpfJ5QAJ/view,one:recordHomeFlexipage2Wrapper,Asset,20220606142435.24,2022-06-06T14:24:35.239Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",02i2R00000BpfJ5QAJ
Brazil/Sao Paulo,/lightning/r/WorkOrder/0WO6P000001rCIKWA2/view?ws=%2Flightning%2Fr%2FCase%2F5006P000005edMIQAY%2Fview,one:recordHomeFlexipage,WorkOrder,20220606142503.83,2022-06-06T14:25:03.827Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",0WO6P000001rCIKWA2
India/Haryana,/lightning/r/Case/5006P000005fEGqQAM/view,one:recordHomeFlexipage2Wrapper,Case,20220606142522.484,2022-06-06T14:25:22.484Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",5006P000005fEGqQAM
India/Haryana,/lightning/r/Case/5006P000005fEGqQAM/view,one:recordHomeFlexipage2Wrapper,Case,20220606142522.496,2022-06-06T14:25:22.497Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",5006P000005fEGqQAM
Brazil/Sao Paulo,/lightning/r/WorkOrder/0WO6P000001rCIKWA2/view?ws=%2Flightning%2Fr%2FCase%2F5006P000005edMIQAY%2Fview,one:recordHomeFlexipage,WorkOrder,20220606142526.777,2022-06-06T14:25:26.777Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",0WO6P000001rCIKWA2
United States/null,/lightning/r/WorkOrder/0WO6P000001uW67WAE/view,one:recordHomeFlexipage,WorkOrder,20220606142559.88,2022-06-06T14:25:59.877Z,Error,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36""",0WO6P000001uW67WAE
United States/null,/lightning/r/WorkOrder/0WO6P000001uW67WAE/view,one:recordHomeFlexipage,WorkOrder,20220606142559.88,2022-06-06T14:25:59.878Z,Error,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36""",0WO6P000001uW67WAE
Brazil/Sao Paulo,/lightning/r/WorkOrder/0WO6P000001rCIKWA2/view?ws=%2Flightning%2Fr%2FCase%2F5006P000005edMIQAY%2Fview,one:recordHomeFlexipage,WorkOrder,20220606142609.12,2022-06-06T14:26:09.118Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",0WO6P000001rCIKWA2
United States/null,/lightning/r/WorkOrder/0WO6P000001yNZRWA2/view?ws=%2Flightning%2Fr%2FCase%2F5006P000005EWSrQAO%2Fview,one:recordHomeFlexipage,WorkOrder,20220606142627.766,2022-06-06T14:26:27.763Z,Error,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36""",0WO6P000001yNZRWA2
Brazil/Sao Paulo,/lightning/r/WorkOrder/0WO6P000001rCIKWA2/view?ws=%2Flightning%2Fr%2FCase%2F5006P000005edMIQAY%2Fview,one:recordHomeFlexipage,WorkOrder,20220606142734.91,2022-06-06T14:27:34.910Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",0WO6P000001rCIKWA2
Brazil/Sao Paulo,/lightning/r/Case/5006P000005Wi6sQAC/view,one:recordHomeFlexipage2Wrapper,Case,20220606142824.824,2022-06-06T14:28:24.824Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",5006P000005Wi6sQAC
India/Haryana,/lightning/r/Case/5006P000005PJrkQAG/view,one:recordHomeFlexipage2Wrapper,Case,20220606142830.316,2022-06-06T14:28:30.313Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36""",5006P000005PJrkQAG
Brazil/Sao Paulo,/lightning/r/Contact/0036P000003htu8QAA/view?ws=%2Flightning%2Fr%2FReport%2F00O0b000005yLBGEA2%2Fview,one:recordHomeFlexipage2Wrapper,Contact,20220606142832.305,2022-06-06T14:28:32.306Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Safari/537.36""",0036P000003htu8QAA
India/Haryana,/lightning/r/Case/5006P000005PJrkQAG/view,one:recordHomeFlexipage2Wrapper,Case,20220606142840.426,2022-06-06T14:28:40.422Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36""",5006P000005PJrkQAG
United States/null,/lightning/r/User/0052R000009nJKFQA2/view?ws=%2Flightning%2Fr%2FDispatchPendingApproval__c%2Fa0L6P000000MovzUAC%2Fview,one:recordHomeFlexipage,User,20220606142851.008,2022-06-06T14:28:51.007Z,Error,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",0052R000009nJKFQA2
Brazil/Sao Paulo,/lightning/r/WorkOrder/0WO6P000001rCIKWA2/view?ws=%2Flightning%2Fr%2FCase%2F5006P000005edMIQAY%2Fview,one:recordHomeFlexipage,WorkOrder,20220606142906.246,2022-06-06T14:29:06.246Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",0WO6P000001rCIKWA2
India/Haryana,/lightning/r/Case/5006P000005XqEIQA0/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P0000072MNWUA2%2Fview%3Fc__recordType%3Dasset%26c__input%3D4T2CJR2%26c__contactFound%3Dmultiple,one:recordHomeFlexipage2Wrapper,Case,20220606142956.36,2022-06-06T14:29:56.361Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Safari/537.36""",5006P000005XqEIQA0
Brazil/Sao Paulo,/lightning/r/WorkOrder/0WO6P000001rCIKWA2/view?ws=%2Flightning%2Fr%2FCase%2F5006P000005edMIQAY%2Fview,one:recordHomeFlexipage,WorkOrder,20220606143005.97,2022-06-06T14:30:05.970Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",0WO6P000001rCIKWA2
Brazil/Sao Paulo,/lightning/r/Report/00O0b000006iNwdEAE/view,reports:reportBase,Report,20220606143107.246,2022-06-06T14:31:07.251Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",00O0b000006iNwdEAE
Brazil/Sao Paulo,/lightning/r/Task/00T6P00000HfhxwUAB/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000007bXC3UAM%2Fview%3Fc__recordType%3Dasset%26c__input%3D28345205631%26c__contactFound%3Dfalse,one:recordHomeFlexipage,Task,20220606143137.87,2022-06-06T14:31:37.871Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36""",00T6P00000HfhxwUAB
Brazil/Sao Paulo,/lightning/r/Case/5006P000005LK8AQAW/view?ws=%2Flightning%2Fr%2FReport%2F00O0b000005yLBGEA2%2Fview,one:recordHomeFlexipage2Wrapper,Case,20220606143201.09,2022-06-06T14:32:01.088Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36""",5006P000005LK8AQAW
Brazil/Sao Paulo,/lightning/r/Case/5006P000005ecCbQAI/view,one:recordHomeFlexipage2Wrapper,Case,20220606143254.55,2022-06-06T14:32:54.552Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",5006P000005ecCbQAI
Brazil/Sao Paulo,/lightning/r/WorkOrder/0WO6P000001uVzfWAE/view?ws=%2Flightning%2Fr%2FCase%2F5006P000005MjXVQA0%2Fview,one:recordHomeFlexipage,WorkOrder,20220606143258.195,2022-06-06T14:32:58.193Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.82 Safari/537.36""",0WO6P000001uVzfWAE
Brazil/Sao Paulo,/lightning/r/Case/5006P000005Mk6BQAS/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000007MHhiUAG%2Fview%3Fc__recordType%3Dasset%26c__input%3DDJ01C53%26c__contactFound%3Dfalse,one:recordHomeFlexipage2Wrapper,Case,20220606143401.406,2022-06-06T14:34:01.411Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",5006P000005Mk6BQAS
United States/null,/lightning/r/WorkOrder/0WO6P0000027G09WAE/view?ws=%2Flightning%2Fr%2FReport%2F00O2R000004AmwmUAC%2Fview%3FqueryScope%3DuserFolders,one:recordHomeFlexipage,WorkOrder,20220606143414.062,2022-06-06T14:34:14.063Z,Error,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36""",0WO6P0000027G09WAE
United States/null,/lightning/r/Report/00O0b000004kkZKEAY/view,reports:reportBase,Report,20220606143523.965,2022-06-06T14:35:23.965Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.61 Safari/537.36""",00O0b000004kkZKEAY
United States/null,/lightning/r/Case/5006P000004kscOQAQ/view,one:recordHomeFlexipage2Wrapper,Case,20220606143525.184,2022-06-06T14:35:25.183Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36""",5006P000004kscOQAQ
United States/null,/lightning/r/Case/5006P000005MkbiQAC/view,one:recordHomeFlexipage2Wrapper,Case,20220606143823.44,2022-06-06T14:38:23.437Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",5006P000005MkbiQAC
Brazil/Rio Grande do Sul,/lightning/r/LiveChatTranscript/5706P000001BDl1QAG/view?channel=LIVE_AGENT,one:recordHomeFlexipage,LiveChatTranscript,20220606143942.637,2022-06-06T14:39:42.634Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36 Edg/102.0.1245.33""",5706P000001BDl1QAG
Brazil/Rio Grande do Sul,/lightning/r/LiveChatTranscript/5706P000001BDl1QAG/view?channel=LIVE_AGENT,one:recordHomeFlexipage,LiveChatTranscript,20220606143942.637,2022-06-06T14:39:42.635Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36 Edg/102.0.1245.33""",5706P000001BDl1QAG
Brazil/Sao Paulo,/lightning/r/Case/5006P000005fEVmQAM/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000007ziLDUAY%2Fview%3Fc__recordType%3Dasset%26c__input%3D7VBMLZ1%26c__contactFound%3Dfalse,one:recordHomeFlexipage2Wrapper,Case,20220606143942.87,2022-06-06T14:39:42.871Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",5006P000005fEVmQAM
Brazil/Sao Paulo,/lightning/r/Case/5006P000005FZ0DQAW/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000007IWURUA4%2Fview%3Fc__recordType%3Dcontact%26c__input%3D19998026132%26c__contactFound%3Dfalse,one:recordHomeFlexipage2Wrapper,Case,20220606143946.72,2022-06-06T14:39:46.718Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",5006P000005FZ0DQAW
Brazil/Sao Paulo,/lightning/r/WorkOrder/0WO6P0000022QfkWAE/view?ws=%2Flightning%2Fr%2FCase%2F5006P000005fDQ6QAM%2Fview,one:recordHomeFlexipage,WorkOrder,20220606143955.188,2022-06-06T14:39:55.188Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",0WO6P0000022QfkWAE
Brazil/Sao Paulo,/lightning/r/Case/5006P000005Mk6BQAS/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000007MHhiUAG%2Fview%3Fc__recordType%3Dasset%26c__input%3DDJ01C53%26c__contactFound%3Dfalse,one:recordHomeFlexipage2Wrapper,Case,20220606144035.152,2022-06-06T14:40:35.150Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",5006P000005Mk6BQAS
Brazil/Sao Paulo,/lightning/r/Contact/0036P000004O1C5QAK/view?ws=%2Flightning%2Fr%2FReport%2F00O0b000005yLBGEA2%2Fview%3FqueryScope%3DuserFolders,one:recordHomeFlexipage2Wrapper,Contact,20220606144149.04,2022-06-06T14:41:49.039Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",0036P000004O1C5QAK
India/Haryana,/lightning/r/Case/5006P000004Ai55QAC/view,one:recordHomeFlexipage2Wrapper,Case,20220606144220.266,2022-06-06T14:42:20.263Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36""",5006P000004Ai55QAC
United States/null,/lightning/r/Case/5006P000004HtXpQAK/view?ws=%2Flightning%2Fr%2FReport%2F00O2R0000044IsJUAU%2Fview,one:recordHomeFlexipage2Wrapper,Case,20220606144257.95,2022-06-06T14:42:57.949Z,Error,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36""",5006P000004HtXpQAK
United States/null,/lightning/r/Case/5006P000004HtXpQAK/view?ws=%2Flightning%2Fr%2FReport%2F00O2R0000044IsJUAU%2Fview,one:recordHomeFlexipage2Wrapper,Case,20220606144257.95,2022-06-06T14:42:57.949Z,Error,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36""",5006P000004HtXpQAK
Brazil/Sao Paulo,/lightning/r/Case/5006P000005D8l8QAC/view?ws=%2Flightning%2Fr%2FReport%2F00O0b000005yLBGEA2%2Fview,one:recordHomeFlexipage2Wrapper,Case,20220606144304.84,2022-06-06T14:43:04.836Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36""",5006P000005D8l8QAC
United States/null,/lightning/r/WorkOrder/0WO6P000001uVmlWAE/view?ws=%2Flightning%2Fr%2FReport%2F00O2R000004AmwmUAC%2Fview%3FqueryScope%3DuserFolders,one:recordHomeFlexipage,WorkOrder,20220606144317.2,2022-06-06T14:43:17.198Z,Error,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",0WO6P000001uVmlWAE
