CLIENT_GEO,PAGE_URL,PAGE_CONTEXT,PAGE_ENTITY_TYPE,TIMESTAMP,TIMESTAMP_DERIVED,UI_EVENT_SOURCE,UI_EVENT_TYPE,USER_AGENT,REPORT_ID_DERIVED
Australia/New South Wales,/lightning/r/Case/5006P000005FoO5QAK/view,one:recordHomeFlexipage2Wrapper,Case,20220606000029.2,2022-06-06T00:00:29.202Z,Error,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",5006P000005FoO5QAK
China/Fujian,/lightning/r/Case/5006P000005etR4QAI/view,one:recordHomeFlexipage2Wrapper,Case,20220606001143.242,2022-06-06T00:11:43.243Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36""",5006P000005etR4QAI
China/Fujian,/lightning/r/Case/5006P000005ermFQAQ/view,one:recordHomeFlexipage2Wrapper,Case,20220606001214.29,2022-06-06T00:12:14.286Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36""",5006P000005ermFQAQ
China/Fujian,/lightning/r/Case/5006P000005PECNQA4/view,one:recordHomeFlexipage2Wrapper,Case,20220606001252.188,2022-06-06T00:12:52.188Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36""",5006P000005PECNQA4
China/Fujian,/lightning/r/Case/5006P000005PECNQA4/view,one:recordHomeFlexipage2Wrapper,Case,20220606001252.19,2022-06-06T00:12:52.191Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36""",5006P000005PECNQA4
China/Fujian,/lightning/r/Case/5006P000005epyOQAQ/view,one:recordHomeFlexipage2Wrapper,Case,20220606001328.76,2022-06-06T00:13:28.758Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36""",5006P000005epyOQAQ
United States/Texas,/lightning/r/WorkOrder/0WO6P000001qxwgWAA/view,one:recordHomeFlexipage,WorkOrder,20220606001346.816,2022-06-06T00:13:46.819Z,Error,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",0WO6P000001qxwgWAA
United States/Texas,/lightning/r/WorkOrder/0WO6P000001qxwgWAA/view,one:recordHomeFlexipage,WorkOrder,20220606001350.48,2022-06-06T00:13:50.480Z,Error,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",0WO6P000001qxwgWAA
United States/null,/lightning/r/WorkOrder/0WO6P000001lngoWAA/view,one:recordHomeFlexipage,WorkOrder,20220606002046.15,2022-06-06T00:20:46.147Z,Error,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36""",0WO6P000001lngoWAA
China/Fujian,/lightning/r/Case/5006P000005Qyl2QAC/view,one:recordHomeFlexipage2Wrapper,Case,20220606002107.73,2022-06-06T00:21:07.734Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36""",5006P000005Qyl2QAC
China/Fujian,/lightning/r/Case/5006P000005Qyl2QAC/view,one:recordHomeFlexipage2Wrapper,Case,20220606002107.73,2022-06-06T00:21:07.735Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36""",5006P000005Qyl2QAC
United States/null,/lightning/r/WorkOrder/0WO6P000001u2WgWAI/view,one:recordHomeFlexipage,WorkOrder,20220606002155.13,2022-06-06T00:21:55.131Z,Error,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36""",0WO6P000001u2WgWAI
United States/null,/lightning/r/WorkOrder/0WO6P000001mIGSWA2/view,one:recordHomeFlexipage,WorkOrder,20220606002328.55,2022-06-06T00:23:28.551Z,Error,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",0WO6P000001mIGSWA2
United States/null,/lightning/r/WorkOrder/0WO6P0000010qhbWAA/view,one:recordHomeFlexipage,WorkOrder,20220606002417.344,2022-06-06T00:24:17.343Z,Error,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",0WO6P0000010qhbWAA
China/Fujian,/lightning/r/Case/5006P000005MRaMQAW/view,one:recordHomeFlexipage2Wrapper,Case,20220606002454.207,2022-06-06T00:24:54.206Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",5006P000005MRaMQAW
China/Fujian,/lightning/r/Case/5006P000005WjhqQAC/view,one:recordHomeFlexipage2Wrapper,Case,20220606002844.26,2022-06-06T00:28:44.261Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36""",5006P000005WjhqQAC
United States/null,/lightning/r/WorkOrder/0WO6P000000whV2WAI/view,one:recordHomeFlexipage,WorkOrder,20220606003450.977,2022-06-06T00:34:50.977Z,Error,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",0WO6P000000whV2WAI
China/Fujian,/lightning/r/Case/5006P000005WzcIQAS/view?ws=%2Flightning%2Fr%2FAsset%2F02i2R00000DKRAEQA5%2Fview,one:recordHomeFlexipage2Wrapper,Case,20220606003530.77,2022-06-06T00:35:30.770Z,RangeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36""",5006P000005WzcIQAS
China/Fujian,/lightning/r/Case/5006P000005WzcIQAS/view?ws=%2Flightning%2Fr%2FAsset%2F02i2R00000DKRAEQA5%2Fview,one:recordHomeFlexipage2Wrapper,Case,20220606003531.168,2022-06-06T00:35:31.169Z,RangeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36""",5006P000005WzcIQAS
China/Fujian,/lightning/r/Case/5006P000005WzcIQAS/view?ws=%2Flightning%2Fr%2FAsset%2F02i2R00000DKRAEQA5%2Fview,one:recordHomeFlexipage2Wrapper,Case,20220606003531.168,2022-06-06T00:35:31.171Z,RangeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36""",5006P000005WzcIQAS
United States/null,/lightning/r/WorkOrder/0WO6P000000whTCWAY/view,one:recordHomeFlexipage,WorkOrder,20220606003632.24,2022-06-06T00:36:32.236Z,Error,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",0WO6P000000whTCWAY
United States/null,/lightning/r/WorkOrder/0WO6P000000whRzWAI/view,one:recordHomeFlexipage,WorkOrder,20220606003744.33,2022-06-06T00:37:44.330Z,Error,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",0WO6P000000whRzWAI
United States/null,/lightning/r/WorkOrder/0WO6P000001r9RrWAI/view,one:recordHomeFlexipage,WorkOrder,20220606003842.93,2022-06-06T00:38:42.926Z,Error,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",0WO6P000001r9RrWAI
United States/null,/lightning/r/WorkOrder/0WO6P000001l8XJWAY/view,one:recordHomeFlexipage,WorkOrder,20220606004003.49,2022-06-06T00:40:03.489Z,Error,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",0WO6P000001l8XJWAY
United States/null,/lightning/r/Case/5006P000005TVV5QAO/view,one:recordHomeFlexipage2Wrapper,Case,20220606004029.81,2022-06-06T00:40:29.807Z,RangeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",5006P000005TVV5QAO
United States/null,/lightning/r/Case/5006P000005TVV5QAO/view,one:recordHomeFlexipage2Wrapper,Case,20220606004051.44,2022-06-06T00:40:51.439Z,RangeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",5006P000005TVV5QAO
United States/null,/lightning/r/Case/5006P000005TVV5QAO/view,one:recordHomeFlexipage2Wrapper,Case,20220606004058.18,2022-06-06T00:40:58.180Z,RangeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",5006P000005TVV5QAO
China/Fujian,/lightning/r/Case/5006P000005QfyHQAS/view,one:recordHomeFlexipage2Wrapper,Case,20220606004126.4,2022-06-06T00:41:26.401Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36""",5006P000005QfyHQAS
China/Fujian,/lightning/r/Case/5006P000005UKw2QAG/view?ws=%2Flightning%2Fr%2FCase%2F5006P0000054vI3QAI%2Fview,one:recordHomeFlexipage2Wrapper,Case,20220606004130.03,2022-06-06T00:41:30.030Z,RangeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36""",5006P000005UKw2QAG
China/Fujian,/lightning/r/Case/5006P000005UKw2QAG/view?ws=%2Flightning%2Fr%2FCase%2F5006P0000054vI3QAI%2Fview,one:recordHomeFlexipage2Wrapper,Case,20220606004130.03,2022-06-06T00:41:30.031Z,RangeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36""",5006P000005UKw2QAG
China/Fujian,/lightning/r/Case/5006P000005UKpHQAW/view?ws=%2Flightning%2Fr%2FCase%2F5006P000005C7OVQA0%2Fview,one:recordHomeFlexipage2Wrapper,Case,20220606004130.08,2022-06-06T00:41:30.079Z,RangeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36""",5006P000005UKpHQAW
China/Fujian,/lightning/r/Case/5006P000005UKpHQAW/view?ws=%2Flightning%2Fr%2FCase%2F5006P000005C7OVQA0%2Fview,one:recordHomeFlexipage2Wrapper,Case,20220606004130.08,2022-06-06T00:41:30.081Z,RangeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36""",5006P000005UKpHQAW
China/Fujian,/lightning/r/Case/5006P000005UKpHQAW/view?ws=%2Flightning%2Fr%2FCase%2F5006P000005C7OVQA0%2Fview,one:recordHomeFlexipage2Wrapper,Case,20220606004130.086,2022-06-06T00:41:30.085Z,RangeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36""",5006P000005UKpHQAW
United States/null,/lightning/r/Case/5006P000005TVV5QAO/view,one:recordHomeFlexipage2Wrapper,Case,20220606004135.64,2022-06-06T00:41:35.636Z,RangeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",5006P000005TVV5QAO
United States/null,/lightning/r/Case/5006P000005TVV5QAO/view,one:recordHomeFlexipage2Wrapper,Case,20220606004242.586,2022-06-06T00:42:42.586Z,RangeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",5006P000005TVV5QAO
China/Liaoning,/lightning/r/Case/5006P000005MEEIQA4/view,one:recordHomeFlexipage2Wrapper,Case,20220606004258.46,2022-06-06T00:42:58.460Z,RangeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.60 Safari/537.36""",5006P000005MEEIQA4
China/Liaoning,/lightning/r/Case/5006P000005MEEIQA4/view,one:recordHomeFlexipage2Wrapper,Case,20220606004258.465,2022-06-06T00:42:58.463Z,RangeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.60 Safari/537.36""",5006P000005MEEIQA4
China/Liaoning,/lightning/r/Case/5006P000005MEEIQA4/view,one:recordHomeFlexipage2Wrapper,Case,20220606004258.48,2022-06-06T00:42:58.478Z,RangeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.60 Safari/537.36""",5006P000005MEEIQA4
China/Liaoning,/lightning/r/Case/5006P000005MEEIQA4/view,one:recordHomeFlexipage2Wrapper,Case,20220606004312.863,2022-06-06T00:43:12.863Z,RangeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.60 Safari/537.36""",5006P000005MEEIQA4
United States/null,/lightning/r/Case/5006P000005TltrQAC/view,one:recordHomeFlexipage2Wrapper,Case,20220606004327.3,2022-06-06T00:43:27.300Z,RangeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",5006P000005TltrQAC
United States/null,/lightning/r/Case/5006P000005MY3AQAW/view,one:recordHomeFlexipage2Wrapper,Case,20220606004339.703,2022-06-06T00:43:39.704Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",5006P000005MY3AQAW
United States/null,/lightning/r/Case/5006P000005MY3AQAW/view,one:recordHomeFlexipage2Wrapper,Case,20220606004339.703,2022-06-06T00:43:39.706Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",5006P000005MY3AQAW
United States/null,/lightning/r/Case/5006P000005TVV5QAO/view,one:recordHomeFlexipage2Wrapper,Case,20220606004351.477,2022-06-06T00:43:51.473Z,RangeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",5006P000005TVV5QAO
China/Fujian,/lightning/r/Case/5006P000005PtfkQAC/view,one:recordHomeFlexipage2Wrapper,Case,20220606004409.684,2022-06-06T00:44:09.685Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36""",5006P000005PtfkQAC
China/Liaoning,/lightning/r/Case/5006P000005MEEIQA4/view,one:recordHomeFlexipage2Wrapper,Case,20220606004429.266,2022-06-06T00:44:29.263Z,RangeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.60 Safari/537.36""",5006P000005MEEIQA4
United States/null,/lightning/r/Case/5006P000005UNbgQAG/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000007bPs0UAE%2Fview%3Fc__recordType%3Dasset%26c__input%3D30074436363%26c__contactFound%3Dfalse,one:recordHomeFlexipage2Wrapper,Case,20220606004519.574,2022-06-06T00:45:19.577Z,RangeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",5006P000005UNbgQAG
China/Liaoning,/lightning/r/Case/5006P000005Mbm4QAC/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000007MAlnUAG%2Fview%3Fc__recordType%3Dasset%26c__input%3D12162882459%26c__contactFound%3Dmultiple,one:recordHomeFlexipage2Wrapper,Case,20220606004710.008,2022-06-06T00:47:10.010Z,RangeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.60 Safari/537.36""",5006P000005Mbm4QAC
United States/null,/lightning/r/WorkOrder/0WO6P000001l8Z5WAI/view,one:recordHomeFlexipage,WorkOrder,20220606005026.52,2022-06-06T00:50:26.522Z,Error,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",0WO6P000001l8Z5WAI
China/Fujian,/lightning/r/Case/5006P000005DiRJQA0/view,one:recordHomeFlexipage2Wrapper,Case,20220606005108.98,2022-06-06T00:51:08.981Z,RangeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",5006P000005DiRJQA0
China/Fujian,/lightning/r/WorkOrder/0WO6P0000026cxeWAA/view,one:recordHomeFlexipage,WorkOrder,20220606005110.31,2022-06-06T00:51:10.307Z,Error,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36 Edg/102.0.1245.33""",0WO6P0000026cxeWAA
China/Fujian,/lightning/r/Case/5006P000005GjRkQAK/view,one:recordHomeFlexipage2Wrapper,Case,20220606005144.438,2022-06-06T00:51:44.433Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36""",5006P000005GjRkQAK
China/Fujian,/lightning/r/Case/5006P000005DiRJQA0/view,one:recordHomeFlexipage2Wrapper,Case,20220606005201.117,2022-06-06T00:52:01.114Z,RangeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",5006P000005DiRJQA0
China/Fujian,/lightning/r/Case/5006P000005DiRJQA0/view,one:recordHomeFlexipage2Wrapper,Case,20220606005233.18,2022-06-06T00:52:33.180Z,RangeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",5006P000005DiRJQA0
United States/null,/lightning/r/WorkOrder/0WO6P000001l5qyWAA/view,one:recordHomeFlexipage,WorkOrder,20220606005248.055,2022-06-06T00:52:48.056Z,Error,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",0WO6P000001l5qyWAA
China/Fujian,/lightning/r/Case/5006P000004xz9lQAA/view,one:recordHomeFlexipage2Wrapper,Case,20220606005355.168,2022-06-06T00:53:55.171Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36""",5006P000004xz9lQAA
China/Fujian,/lightning/r/Case/5006P000005DiRJQA0/view,one:recordHomeFlexipage2Wrapper,Case,20220606005359.266,2022-06-06T00:53:59.263Z,RangeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",5006P000005DiRJQA0
China/Fujian,/lightning/r/Case/5006P000005DiRJQA0/view,one:recordHomeFlexipage2Wrapper,Case,20220606005359.266,2022-06-06T00:53:59.265Z,RangeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",5006P000005DiRJQA0
China/Fujian,/lightning/r/WorkOrder/0WO6P0000022OpEWAU/view?ws=%2Flightning%2Fr%2FReport%2F00O2R000004AmwmUAC%2Fview,one:recordHomeFlexipage,WorkOrder,20220606005422.258,2022-06-06T00:54:22.258Z,Error,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36 Edg/102.0.1245.33""",0WO6P0000022OpEWAU
China/Fujian,/lightning/r/Case/5006P000005MIr4QAG/view,one:recordHomeFlexipage2Wrapper,Case,20220606005433.88,2022-06-06T00:54:33.877Z,RangeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",5006P000005MIr4QAG
China/Fujian,/lightning/r/WorkOrder/0WO6P0000026rwOWAQ/view,one:recordHomeFlexipage,WorkOrder,20220606005438.83,2022-06-06T00:54:38.828Z,Error,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36 Edg/102.0.1245.33""",0WO6P0000026rwOWAQ
China/Fujian,/lightning/r/Case/5006P000004w27AQAQ/view,one:recordHomeFlexipage2Wrapper,Case,20220606005452.777,2022-06-06T00:54:52.776Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36""",5006P000004w27AQAQ
United States/null,/lightning/r/WorkOrder/0WO6P000001lUKTWA2/view,one:recordHomeFlexipage,WorkOrder,20220606005509.195,2022-06-06T00:55:09.193Z,Error,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",0WO6P000001lUKTWA2
China/Fujian,/lightning/r/Case/5006P000005MIr4QAG/edit?layoutType=FULL&count=1,one:recordActionWrapper,Case,20220606005531.13,2022-06-06T00:55:31.132Z,RangeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",5006P000005MIr4QAG
China/Fujian,/lightning/r/WorkOrder/0WO6P0000026s4SWAQ/view,one:recordHomeFlexipage,WorkOrder,20220606005543.953,2022-06-06T00:55:43.952Z,Error,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36 Edg/102.0.1245.33""",0WO6P0000026s4SWAQ
China/Fujian,/lightning/r/Case/5006P000005B5KcQAK/view,one:recordHomeFlexipage2Wrapper,Case,20220606005553.047,2022-06-06T00:55:53.052Z,RangeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",5006P000005B5KcQAK
China/Fujian,/lightning/r/Case/5006P000005B5KcQAK/view,one:recordHomeFlexipage2Wrapper,Case,20220606005553.05,2022-06-06T00:55:53.053Z,RangeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",5006P000005B5KcQAK
China/Fujian,/lightning/r/Case/5006P000005TVcvQAG/view?ws=%2Flightning%2Fr%2FReport%2F00O0b000004kTazEAE%2Fview,one:recordHomeFlexipage2Wrapper,Case,20220606005627.266,2022-06-06T00:56:27.262Z,Error,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.62 Safari/537.36""",5006P000005TVcvQAG
China/Fujian,/lightning/r/WorkOrder/0WO6P00000271FbWAI/view,one:recordHomeFlexipage,WorkOrder,20220606005635.28,2022-06-06T00:56:35.278Z,Error,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36 Edg/102.0.1245.33""",0WO6P00000271FbWAI
China/Liaoning,/lightning/r/Case/5002R00001NCEKzQAP/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z2R000004dwE0UAI%2Fview,one:recordHomeFlexipage2Wrapper,Case,20220606005648.8,2022-06-06T00:56:48.797Z,RangeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.60 Safari/537.36""",5002R00001NCEKzQAP
China/Fujian,/lightning/r/Case/5006P000004vuWRQAY/view,one:recordHomeFlexipage2Wrapper,Case,20220606005701.797,2022-06-06T00:57:01.793Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36""",5006P000004vuWRQAY
China/Fujian,/lightning/r/Case/5006P000004vg0yQAA/view,one:recordHomeFlexipage2Wrapper,Case,20220606005718.812,2022-06-06T00:57:18.814Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36""",5006P000004vg0yQAA
United States/null,/lightning/r/Case/5006P000005MEEIQA4/view,one:recordHomeFlexipage2Wrapper,Case,20220606005801.332,2022-06-06T00:58:01.335Z,RangeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36 Edg/102.0.1245.30""",5006P000005MEEIQA4
China/Fujian,/lightning/r/Case/5006P000004bv5AQAQ/view,one:recordHomeFlexipage2Wrapper,Case,20220606005850.906,2022-06-06T00:58:50.909Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36""",5006P000004bv5AQAQ
United States/null,/lightning/r/Case/5006P000005XDWxQAO/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000007LpBPUA0%2Fview%3Fc__recordType%3Dasset%26c__input%3D3J5K7J2%26c__contactFound%3Dtrue,one:recordHomeFlexipage2Wrapper,Case,20220606005923.49,2022-06-06T00:59:23.491Z,RangeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36 Edg/102.0.1245.30""",5006P000005XDWxQAO
